,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
0,So We Can Live,2 Chainz,406373,6,1,4,0.0516,0.452,0.717,0.0,0.0778,-7.151,0.324,0.458,78.306,11,spotify:track:5qtYOifRgh6UC4Muyp5XZv
1,Mainstream Ratchet,2 Chainz,238187,5,1,4,0.589,0.733,0.549,7.47e-05,0.255,-5.605,0.0858,0.246,121.982,11,spotify:track:1S5Aw8EVdP8Uqsz6H1MBR0
2,Feds Watching,2 Chainz,247013,7,1,4,0.0476,0.79,0.875,0.0,0.312,-6.55,0.091,0.759,139.985,24,spotify:track:7cDzi0VONMrZoNUhh5OGFK
3,I Do It,2 Chainz,373693,11,0,4,0.181,0.581,0.716,0.0,0.201,-4.486,0.186,0.597,145.378,20,spotify:track:3x9j7V2GEuCHBm32nUrzWl
4,Saturday Night,2 Chainz,271187,0,0,4,0.452,0.644,0.805,1e-05,0.11,-4.513,0.0975,0.461,115.915,48,spotify:track:5zlSTZhZq6rXL4Xn2PBayO
5,Riverdale Rd,2 Chainz,204093,11,1,4,0.0179,0.866,0.652,0.0,0.728,-4.213,0.239,0.222,125.101,48,spotify:track:5xkTHyhR9kCuFvqPkjgpId
6,Blue Cheese,2 Chainz,308733,7,1,4,0.0693,0.804,0.583,0.0,0.578,-5.335,0.244,0.11,130.001,57,spotify:track:67gmXPQZL1ISSh13OJJ1Pu
7,Burglar Bars,2 Chainz,307973,1,1,4,0.0375,0.436,0.822,0.0,0.352,-4.737,0.542,0.474,142.965,41,spotify:track:6vyiJLw78B1MsrPBBg6BBq
8,NCAA,2 Chainz,248013,3,0,4,0.178,0.839,0.641,0.0,0.135,-5.837,0.284,0.462,120.037,50,spotify:track:2jXpiTuwwWbCSvpkKwCfwc
9,Statute Of Limitations,2 Chainz,149347,10,0,4,0.00914,0.834,0.526,0.0,0.12,-5.209,0.486,0.259,179.945,51,spotify:track:7xyiNzgTaaohnXHjKO4TXp
10,Everything I Know,2 Chainz,233493,10,0,4,0.186,0.819,0.708,0.0,0.221,-3.461,0.0487,0.408,127.013,29,spotify:track:1xe2W36ZKi9M9R7tWCY761
11,I Feel Like,2 Chainz,274427,2,1,4,0.375,0.555,0.62,0.0,0.115,-5.546,0.394,0.252,132.769,35,spotify:track:2sFArpNxneo4wFY2h6kCX8
12,Starter Kit,2 Chainz,218893,1,1,4,0.385,0.893,0.523,0.0,0.253,-7.834,0.291,0.435,132.043,30,spotify:track:519OoKgwtqIS1NE3lR4hqf
13,El Chapo Jr,2 Chainz,188067,0,1,4,0.059,0.939,0.689,0.0,0.0895,-5.121,0.0877,0.502,137.05,53,spotify:track:2wY8ZIMBATERhRezsdfqDl
14,Basehead,03 Greedo,184889,10,1,4,0.056,0.927,0.969,0.00219,0.165,-3.194,0.216,0.866,135.039,33,spotify:track:0OSzy6MgN642oP42hbN695
15,"Buckhead (feat. KEY, Runway Richy, ManMan Savage & Mal & Quill)",03 Greedo,312048,5,0,4,0.28,0.797,0.38,0.0,0.145,-9.758,0.446,0.328,159.997,26,spotify:track:7FE1efLq4ydlzwGvUILNiP
16,Fortnite (Remix) (feat. Rich The Kid),03 Greedo,257384,6,0,4,0.382,0.818,0.495,0.0,0.0994,-7.821,0.136,0.368,96.957,38,spotify:track:1z4dFvFG1xKH99ERYzpc0S
17,Static,03 Greedo,203494,9,1,4,0.000684,0.73,0.695,0.0,0.0944,-7.589,0.0496,0.546,153.364,26,spotify:track:7iuPsZp0rlSdZbQXVq5hOZ
18,Street Life,03 Greedo,133548,9,1,3,0.155,0.969,0.857,4.39e-06,0.14,-4.902,0.117,0.916,124.035,28,spotify:track:7HcWaijijZU9vnVbzpznBe
19,Mr. OT,03 Greedo,210207,1,0,4,0.0839,0.781,0.248,0.0,0.249,-12.228,0.336,0.228,158.001,20,spotify:track:0Ry4BmK6x0UfvHlPXAiwQB
20,Never Bend (Remix) (feat. Lil Uzi Vert),03 Greedo,289358,5,0,4,0.442,0.548,0.585,0.0,0.136,-6.262,0.166,0.686,180.157,48,spotify:track:0UqShk7xMPzDWsJB9s0eFF
21,Disco Shit,03 Greedo,171653,1,0,4,0.0271,0.867,0.504,6.14e-05,0.11,-7.952,0.245,0.605,157.896,61,spotify:track:51lGztUKCzZXn5sbcxO2tZ
22,Paid In Full,03 Greedo,147760,1,1,4,0.0929,0.836,0.485,0.000117,0.122,-9.106,0.4,0.484,143.064,48,spotify:track:6CoPFxzRM0rTFvOW8Z3LMG
23,Maria,03 Greedo,172280,1,1,4,0.488,0.842,0.532,0.000521,0.559,-6.586,0.375,0.603,92.042,54,spotify:track:1I4UEPJucHMW1ikfkZN1uP
24,Brad Pitt,03 Greedo,135440,9,0,3,0.0481,0.811,0.446,0.000223,0.485,-8.742,0.179,0.501,143.952,45,spotify:track:798Sx2UjJNUWc2VPE9wbrm
25,Payback,03 Greedo,186413,6,0,4,0.187,0.903,0.456,0.0,0.0801,-7.941,0.394,0.722,84.98,50,spotify:track:4EbmcDwo8BAzWGDE0cRrmj
26,Dead Presidents,03 Greedo,197373,0,0,4,0.404,0.836,0.491,1.6e-06,0.272,-8.454,0.28,0.812,160.063,44,spotify:track:78G1m5Bf4WukIv6TW0lvD3
27,10 Purple Summers,03 Greedo,213600,9,0,4,0.143,0.814,0.596,0.0,0.166,-4.098,0.111,0.193,99.952,45,spotify:track:2A7yRfAp9RNFOUCGzurAyp
28,Trap House (feat. Shoreline Mafia),03 Greedo,221396,1,0,4,0.116,0.737,0.483,0.0,0.0873,-5.845,0.0359,0.261,97.471,70,spotify:track:6ZxX2vmH5WLufcOqenLjfb
29,Zoning,03 Greedo,152746,2,1,4,0.00909,0.621,0.562,7.94e-06,0.208,-10.829,0.0347,0.0553,101.043,44,spotify:track:30o0tM9pJc9p1RfoEp6eDJ
30,Rude,03 Greedo,154105,8,0,4,0.0124,0.585,0.65,0.0,0.112,-6.316,0.0657,0.733,189.923,56,spotify:track:6A8KuRrV72ZP4MneZRCsSm
31,Substance,03 Greedo,219834,3,0,4,0.258,0.599,0.32,0.0,0.106,-13.716,0.0787,0.197,70.996,51,spotify:track:1dOlBYd9p7MC2BAvWzP4zb
32,a lot,21 Savage,288624,1,1,4,0.0395,0.837,0.636,0.00125,0.342,-7.643,0.086,0.274,145.972,60,spotify:track:3WXJOVqIyZKSkdLa82PF0L
33,break da law,21 Savage,177748,1,1,4,0.0493,0.904,0.575,0.0,0.256,-7.823,0.346,0.359,141.039,51,spotify:track:1SHei85qV8JtytFwJq3MkF
34,gun smoke,21 Savage,167410,10,0,4,0.000832,0.809,0.461,4.43e-05,0.143,-5.677,0.0907,0.325,85.992,52,spotify:track:1VXVS7GZN9yfbzaWcWq2eo
35,can't leave without it,21 Savage,205352,6,0,4,0.111,0.872,0.591,0.0,0.144,-6.952,0.359,0.696,131.982,55,spotify:track:1nbYiPgDJ4T3t46Is5Zc26
36,ball w/o you,21 Savage,195047,8,1,4,0.0467,0.892,0.633,0.000189,0.139,-7.471,0.0902,0.459,137.994,58,spotify:track:4UW4GsTVETXP2mzXfMT2iC
37,good day,21 Savage,242448,1,1,4,0.00359,0.966,0.519,0.0,0.254,-5.682,0.306,0.119,122.195,47,spotify:track:4xKn7ETAkXUQBTuueJM3Ri
38,monster,21 Savage,233040,9,0,4,0.158,0.89,0.607,0.000228,0.118,-6.916,0.124,0.224,134.022,52,spotify:track:27gIYiauwut951G7lpt9Zr
39,4L,21 Savage,288364,8,1,4,0.000897,0.879,0.41,2.09e-05,0.108,-9.233,0.551,0.0703,80.011,52,spotify:track:41EKwqBy5rPsjxIWXAkobc
40,Immortal,21 Savage,254723,6,0,4,0.00813,0.741,0.87,0.0,0.114,-3.494,0.503,0.663,184.194,83,spotify:track:4IO8X9W69dIQe0EC5ALXhq
41,Bank Account,21 Savage,220307,8,0,4,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,0.376,75.016,80,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
42,Numb,21 Savage,271307,5,0,4,0.0438,0.839,0.437,2.75e-06,0.131,-11.344,0.285,0.464,82.008,65,spotify:track:1vc2YF7ZvUtwr45HNpdGch
43,Whole Lot,21 Savage,313987,6,0,4,0.188,0.916,0.537,0.00286,0.115,-9.79,0.245,0.223,123.02,60,spotify:track:2aNdXtCtyoB2KrUh7pJYxO
44,Close My Eyes,21 Savage,292267,10,0,4,0.164,0.921,0.472,0.432,0.156,-7.88,0.43,0.198,139.996,53,spotify:track:1mxC48728CxBA7WdKw6nFB
45,Baby Girl,21 Savage,169093,9,1,4,0.00781,0.852,0.459,0.119,0.133,-9.658,0.391,0.157,163.021,54,spotify:track:3rBwHfVPzmfR3ZVSliB0Om
46,Thug Life,21 Savage,263427,0,1,4,0.159,0.8,0.467,0.0,0.653,-9.974,0.45,0.307,132.054,53,spotify:track:0mhsw7HRwRwF79ES5ucP9Y
47,Famous,21 Savage,234280,9,0,4,0.723,0.779,0.597,4.47e-05,0.0508,-9.652,0.434,0.646,173.986,56,spotify:track:6g0TAJ1grweRwBMLQyiZFb
48,Dead People,21 Savage,147427,5,0,4,0.297,0.835,0.521,0.000458,0.115,-11.666,0.343,0.211,158.923,56,spotify:track:74BIr8H03lr5L6LZ1friIa
49,7 Min Freestyle,21 Savage,431587,1,1,4,0.0723,0.844,0.454,0.787,0.126,-9.028,0.259,0.274,155.029,58,spotify:track:5aZrmUOr1kL5U6cg0WZNyw
50,Nothin New,21 Savage,219360,0,0,4,0.145,0.743,0.467,1.15e-06,0.0891,-10.354,0.401,0.19,150.004,55,spotify:track:1szcZMcUlPjCItP4xNIU3E
51,No Advance,21 Savage,276467,1,1,4,0.104,0.829,0.357,8.35e-05,0.0799,-11.543,0.28,0.0391,108.09,55,spotify:track:2kE82JhBcoS7mimFO1SqqX
52,No Heart,21 Savage,235040,4,0,4,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,0.678,140.063,71,spotify:track:4gmmRb6bZJffOOiww1JGTO
53,X (feat. Future),21 Savage,258880,1,1,4,0.373,0.835,0.413,0.00133,0.101,-9.81,0.396,0.111,149.004,74,spotify:track:6fwdbPMwP1zVStm8FybmkO
54,Savage Mode,21 Savage,249587,0,0,4,0.199,0.782,0.359,0.00105,0.106,-9.335,0.283,0.0708,143.041,59,spotify:track:52hRcWmjRNFuVJv3Qi7EeF
55,Bad Guy,21 Savage,169493,1,1,4,0.0158,0.83,0.405,8.61e-06,0.241,-8.484,0.411,0.188,147.07,49,spotify:track:5TvdhNXoHbeGeWtjCYhFuy
56,Real Nigga,21 Savage,185467,0,0,4,0.0915,0.87,0.225,0.69,0.197,-10.915,0.362,0.163,155.97,55,spotify:track:5V57eUQoTrMCZqonhzi8B9
57,Mad High,21 Savage,180707,10,0,4,0.0189,0.772,0.737,9.39e-05,0.206,-7.648,0.2,0.533,149.951,50,spotify:track:6hEHxpZpvZwt1v4NoGwjKr
58,Feel It,21 Savage,163387,1,0,4,0.111,0.757,0.448,0.000157,0.154,-9.461,0.115,0.3,149.974,52,spotify:track:4ujX9kC3UUp26MG0tPhUCz
59,Ocean Drive,21 Savage,227880,4,0,4,0.126,0.764,0.525,0.000545,0.116,-7.486,0.181,0.136,137.984,58,spotify:track:1UyLFPOIG7E1OfamPQLOfD
60,Mind Yo Business,21 Savage,182047,0,0,4,0.0605,0.841,0.486,0.00654,0.112,-7.738,0.338,0.0535,128.077,41,spotify:track:4tUHRIoPI8YiOsNOUrTomJ
61,Front Door,21 Savage,183014,10,0,4,0.145,0.682,0.641,0.0,0.261,-7.901,0.278,0.442,145.044,33,spotify:track:3QfT6j50zHZLPrl5skf9mX
62,Wow,21 Savage,234553,10,0,4,0.0787,0.817,0.598,0.000147,0.1,-8.811,0.513,0.32,153.081,35,spotify:track:4C61YwZyiVfzrh8walv04F
63,Slime,21 Savage,232803,9,0,4,0.503,0.847,0.567,0.0,0.0774,-9.489,0.338,0.601,133.013,35,spotify:track:00WFoR7tPga5Wj92MSR3eD
64,Dip Dip,21 Savage,151615,7,1,4,0.128,0.726,0.597,0.0326,0.131,-8.574,0.145,0.367,83.021,59,spotify:track:3xAXYCtd98G5G0SSJAHtqd
65,Deserve,21 Savage,244036,1,1,4,0.0311,0.823,0.536,9.17e-05,0.146,-9.199,0.308,0.217,119.991,35,spotify:track:0H117ffxP9pOWGffiGCY3L
66,Slaughter Ya Daughter,21 Savage,257306,10,0,4,0.0626,0.855,0.728,0.0,0.119,-7.16,0.0957,0.243,125.047,35,spotify:track:0ikF7YGnEM1UpPTng3y9iq
67,Start Dyin,21 Savage,160032,0,1,4,0.283,0.859,0.416,0.0,0.103,-10.633,0.428,0.134,119.94,34,spotify:track:5W9lZvCYgDESkJrO9pquwX
68,Out the Bowl,21 Savage,174864,1,0,4,0.221,0.708,0.633,0.0,0.267,-5.265,0.073,0.364,128.988,29,spotify:track:6IdFmILKYNfeZW9LYE4jhM
69,Picky,21 Savage,179148,1,0,4,0.00856,0.944,0.42,3.11e-05,0.11,-6.274,0.16,0.151,134.073,32,spotify:track:5BH86QTag2wQ95HSrEGqQX
70,Ghostface Killers,21 Savage,268933,2,1,4,0.331,0.782,0.436,1.3e-05,0.342,-7.033,0.155,0.243,82.994,73,spotify:track:5u6vkDnOyaf8LsteDAj2ub
71,Rap Saved Me,21 Savage,257600,1,1,4,0.00525,0.845,0.399,0.74,0.102,-7.509,0.309,0.148,143.049,68,spotify:track:0tdCy39PgWN8LFWu34ORn3
72,Ric Flair Drip (& Metro Boomin),Offset,172800,9,1,4,0.149,0.88,0.428,5.07e-05,0.114,-8.28,0.206,0.333,100.007,82,spotify:track:7sO5G9EABYOXQKNPNiE9NR
73,My Choppa Hate Niggas,21 Savage,148640,0,0,4,0.0974,0.862,0.274,0.185,0.183,-5.818,0.484,0.146,77.493,65,spotify:track:2D2w9943rsnJOGCrI4aMQp
74,Nightmare,Offset,147987,0,1,4,0.442,0.739,0.405,0.211,0.158,-10.897,0.0852,0.127,157.09,61,spotify:track:7LAhKXDNWwq3CmnFP3UIOP
75,Mad Stalkers,21 Savage,202667,10,0,4,0.147,0.9,0.365,0.185,0.179,-6.395,0.235,0.136,135.003,61,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G
76,Disrespectful,21 Savage,160320,1,1,4,0.354,0.799,0.381,3.12e-06,0.135,-7.147,0.464,0.0488,158.021,60,spotify:track:3oxCefEI6Tc6Z6t20J4IvH
77,Run Up the Racks,21 Savage,189800,2,0,4,0.141,0.825,0.364,0.311,0.195,-7.635,0.121,0.177,153.028,57,spotify:track:7vbjH8laThXpcBXeLNPm3M
78,Still Serving,21 Savage,231787,5,1,4,0.413,0.926,0.544,9.54e-05,0.112,-6.827,0.0727,0.656,115.951,59,spotify:track:6m6Oy3F6GG0zRwH03rWmTv
79,Darth Vader,21 Savage,228893,7,1,4,0.557,0.724,0.284,0.0175,0.121,-10.494,0.392,0.144,150.98,57,spotify:track:7vg47qMIEdLfNdTE3WLf0T
80,Mario Cart,A$AP ANT,135236,2,1,4,0.523,0.803,0.647,0.0196,0.101,-7.549,0.295,0.217,119.048,44,spotify:track:64fY6hYmUYmSlrfZQobFZX
81,Tango,A$AP Ferg,272760,1,1,4,0.51,0.484,0.805,0.0,0.104,-3.851,0.31,0.289,83.466,40,spotify:track:3bu5pVBlfkCYJo3BXxGRzh
82,Let It Go,A$AP Ferg,282640,9,0,4,0.247,0.785,0.778,0.0,0.652,-6.003,0.165,0.769,119.976,51,spotify:track:0jYgfSncMwfefAUpUMcM5X
83,Shabba (feat. A$AP Rocky),A$AP Ferg,275867,9,1,4,0.0715,0.869,0.712,0.0,0.272,-6.136,0.103,0.435,120.0,67,spotify:track:7eaKWfov7b2Qa2n6HTesL3
84,Lord (feat. Bone Thugs-n-Harmony),A$AP Ferg,317187,7,1,4,0.403,0.73,0.89,0.0,0.611,-6.41,0.168,0.446,125.405,43,spotify:track:6D2oSalLQWi5dmv5o3cyBR
85,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,283693,1,1,4,0.0246,0.841,0.733,0.0,0.174,-5.077,0.142,0.284,130.009,72,spotify:track:7xVLFuuYdAvcTfcP3IG3dS
86,Didn't Wanna Do That,A$AP Ferg,164067,6,0,4,0.0212,0.738,0.829,0.0,0.486,-5.409,0.252,0.338,122.992,37,spotify:track:0W5PjG6Ya0th7sucfrUQRm
87,Murda Something (feat. Waka Flocka Flame),A$AP Ferg,199853,8,1,4,0.241,0.844,0.824,0.0,0.0816,-4.392,0.119,0.329,135.982,48,spotify:track:4awpwf3TeFWOtLiswRbKfr
88,"F**k Out My Face (feat. B-Real, Onyx & Aston Matthews)",A$AP Ferg,236493,9,1,4,0.103,0.783,0.717,0.0,0.27,-6.718,0.462,0.595,130.072,40,spotify:track:1pBDGRzv2oS0YPgcutJ7C3
89,Walk On Water,A$AP Mob,236227,0,1,4,0.0889,0.9,0.532,0.0,0.0533,-5.516,0.0744,0.592,140.023,61,spotify:track:0WQcnrsEqrY2e5nexGe3HX
90,Get The Bag,A$AP Mob,256560,8,1,3,0.0678,0.695,0.502,0.0,0.11,-5.389,0.279,0.447,173.916,55,spotify:track:2AyyImkxFBEhfPmIe46Ppl
91,Frat Rules,A$AP Mob,218947,1,1,4,0.181,0.635,0.777,0.0,0.357,-6.018,0.231,0.177,128.09,61,spotify:track:0RyA3o15NOLJYtm9NlDu5c
92,Feels So Good,A$AP Mob,205267,10,1,4,0.333,0.877,0.375,0.0103,0.101,-10.83,0.304,0.0832,77.028,55,spotify:track:28mIIBZt0jAe8k9g52NOsX
93,Coziest,A$AP Mob,166440,3,1,4,0.169,0.884,0.709,0.0,0.136,-6.258,0.418,0.495,75.027,51,spotify:track:3aovO5W4cvJxV6MEUOYtnM
94,RAF,A$AP Mob,255413,8,0,4,0.523,0.848,0.663,0.0,0.108,-5.606,0.245,0.333,133.993,61,spotify:track:4pdgV8qr9Oytcv6thCdiIZ
95,Yamborghini High,A$AP Mob,438760,7,1,4,0.111,0.748,0.655,0.0,0.351,-9.364,0.517,0.538,137.757,46,spotify:track:0NTLc38M2fPfeA9nFnI8HJ
96,Crazy Brazy,A$AP Mob,188853,0,1,4,0.32,0.755,0.629,0.0,0.126,-8.284,0.312,0.591,143.083,55,spotify:track:59e7E2LMPZ2bhW5G6aCwX8
97,Way Hii,A$AP Mob,176040,11,0,4,0.0633,0.646,0.647,0.0,0.346,-8.361,0.168,0.185,123.994,48,spotify:track:4ISLRAqJbSgvkqRgiCaikS
98,Young N***a Living,A$AP Mob,258880,11,0,4,0.114,0.761,0.696,0.0,0.559,-5.811,0.241,0.272,114.957,56,spotify:track:3u9HxfcMCFYwJ2R0nkpDWV
99,Nasty's World,A$AP Mob,238840,10,0,4,0.0896,0.665,0.612,0.0,0.22,-7.14,0.496,0.3,84.005,48,spotify:track:2fCoq1wZzsa18L8mD33iuM
100,Money Man,A$AP Mob,212120,0,1,4,0.135,0.845,0.735,0.0,0.147,-6.077,0.302,0.45,129.993,53,spotify:track:0foRpYmPs9PHIAMyXa5bTc
101,Put That On My Set,A$AP Mob,201080,1,1,4,0.113,0.752,0.547,0.000249,0.107,-8.555,0.0787,0.161,111.962,55,spotify:track:2kwxN1whHc0YR0cBHR5iOi
102,London Town,A$AP Mob,162493,9,0,4,0.332,0.618,0.61,0.0,0.108,-7.812,0.39,0.529,126.016,49,spotify:track:73ZaCmh5nzvBzbhREnQvcB
103,Runner,A$AP Mob,199987,8,1,4,0.0977,0.856,0.548,0.0,0.115,-6.658,0.205,0.312,130.063,52,spotify:track:44gZSuP2nPUvab9ajBrnVM
104,Bachelor,A$AP Mob,176040,1,1,4,0.0554,0.785,0.607,0.0,0.179,-5.103,0.0953,0.168,128.077,52,spotify:track:4Nbi6hJWVqM7Ois9G2KKjC
105,Telephone Calls,A$AP Mob,230920,2,0,4,0.194,0.732,0.772,1.54e-06,0.242,-6.142,0.267,0.493,123.009,63,spotify:track:5VnpYqIzm02X9gOhVElQo3
106,Holy Ghost,A$AP Rocky,191200,10,0,4,0.127,0.545,0.779,0.0,0.349,-6.513,0.19,0.325,75.844,57,spotify:track:6AHNkRbVzkh95xilnYzDT7
107,Canal St.,A$AP Rocky,227427,3,0,4,0.308,0.696,0.583,0.0,0.0964,-9.351,0.301,0.524,137.079,66,spotify:track:0rBMP6VVGRgwnzZCLpijyl
108,L$D,A$AP Rocky,238307,2,1,4,0.193,0.598,0.252,0.138,0.0992,-15.086,0.0647,0.0352,120.06,75,spotify:track:4S7YHmlWwfwArgd8LfSPud
109,Excuse Me,A$AP Rocky,238053,8,1,4,0.33,0.653,0.71,0.0,0.143,-8.444,0.0554,0.409,122.044,64,spotify:track:3I8MbKRkS2IBDuslhCS3iT
110,JD,A$AP Rocky,105827,1,1,4,0.123,0.557,0.501,0.000106,0.97,-11.429,0.373,0.385,104.359,53,spotify:track:6wwPtKxaMEbQYc6atQmhTE
111,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,126960,6,1,4,0.0122,0.489,0.718,0.0,0.0546,-5.989,0.11,0.0568,207.986,69,spotify:track:1j6kDJttn6wbVyMaM42Nxm
112,Electric Body,A$AP Rocky,255253,2,1,4,0.492,0.897,0.598,0.0014,0.0646,-7.164,0.0466,0.528,119.966,62,spotify:track:6br4Pc0BzU6dTD5fEmks2i
113,Jukebox Joints,A$AP Rocky,323960,2,0,4,0.303,0.284,0.797,0.0,0.242,-5.293,0.158,0.556,67.984,60,spotify:track:2gAGWaK4wvt2xrFUlR4mK8
114,Max B,A$AP Rocky,241133,5,1,4,0.547,0.562,0.394,0.0,0.383,-9.536,0.239,0.292,76.277,52,spotify:track:4wuOxtRDeD9YiQOcmgay7e
115,Wavybone,A$AP Rocky,303000,2,0,4,0.0162,0.7,0.641,3.06e-06,0.206,-8.673,0.317,0.383,149.992,57,spotify:track:5cYZm4KeDKM8Pw8z5XRKJt
116,M'$ (feat. Lil Wayne),A$AP Rocky,233400,10,0,4,0.00311,0.779,0.629,0.0,0.254,-6.797,0.274,0.185,116.53,56,spotify:track:29ZSk6XmWPx3DX69xBb7Yi
117,Everyday,A$AP Rocky,260987,4,1,4,0.0101,0.394,0.661,0.0,0.343,-8.684,0.193,0.335,149.822,74,spotify:track:2N3U8uTYhjX2KwGT0pf5x0
118,Goldie,A$AP Rocky,192067,10,0,4,0.225,0.697,0.848,4.61e-05,0.493,-4.953,0.249,0.733,81.956,66,spotify:track:31G9RaSaDOI2NWcpnIp734
119,PMW (All I Really Need) (feat. ScHoolboy Q),A$AP Rocky,234773,1,1,4,0.000361,0.705,0.747,0.0,0.311,-4.542,0.0484,0.29,129.973,61,spotify:track:5oeKoJMi9g6GXEbtz1ta0f
120,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",A$AP Rocky,372173,2,1,4,0.351,0.489,0.878,0.0,0.698,-3.36,0.368,0.775,81.497,64,spotify:track:1eLU27PPFxBhbp1CBjPh9J
121,Fashion Killa,A$AP Rocky,236280,11,1,4,0.293,0.802,0.82,0.0,0.515,-5.188,0.154,0.81,139.972,65,spotify:track:0O3TAouZE4vL9dM5SyxgvH
122,Phoenix,A$AP Rocky,233880,9,0,4,0.589,0.645,0.515,0.00522,0.0847,-11.274,0.136,0.52,144.09,60,spotify:track:77v9kYcrCZV615E0P9WMrD
123,Jodye,A$AP Rocky,260760,3,1,4,0.0192,0.706,0.525,9.68e-05,0.112,-7.472,0.205,0.0772,140.13,50,spotify:track:375YEKrb4JSu03HPzwOFfJ
124,Ghetto Symphony (feat. Gunplay & A$AP Ferg),A$AP Rocky,237733,6,1,4,0.288,0.499,0.921,0.0,0.482,-3.373,0.435,0.497,150.505,60,spotify:track:57pOLYHz6mt5aMkOXa2Gis
125,Angels,A$AP Rocky,227080,0,0,4,0.37,0.78,0.738,0.0,0.0849,-3.611,0.0812,0.539,120.547,58,spotify:track:0NFCFdJxEGCGO6EGkFCGgF
126,"Purple Swag REMIX (feat. Bun B, Paul Wall & Killa Kyleon)",A$AP Rocky,252373,2,1,4,0.288,0.665,0.858,0.0,0.383,-4.591,0.369,0.453,115.021,49,spotify:track:5whbaLJtfCN3YNe9Rp5qj2
127,Sundress,A$AP Rocky,158206,6,1,4,0.188,0.721,0.692,2.17e-06,0.138,-6.402,0.0607,0.76,125.008,36,spotify:track:5FL8wr5UH25DTL0pEUTcRw
128,A$AP Forever REMIX,A$AP Rocky,315773,10,0,4,0.299,0.322,0.754,0.0,0.136,-6.416,0.275,0.392,62.839,66,spotify:track:3oHkMCVJyOcjg5FhfLc2Rq
129,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,205040,5,0,4,0.0609,0.85,0.569,0.0816,0.1,-8.152,0.136,0.294,80.02,82,spotify:track:7ycWLEP1GsNjVvcjawXz3z
130,Purity,A$AP Rocky,262360,11,0,4,0.832,0.594,0.37,0.0,0.108,-11.674,0.404,0.309,135.391,68,spotify:track:2MF4HtZHBoUliOi9nOAbS0
131,BUSS HER UP,Baby Keem,139043,11,1,4,0.104,0.919,0.467,0.12,0.711,-7.749,0.0909,0.522,146.012,52,spotify:track:7qfO0IGkZ1a2OnUOkMoR4D
132,ORANGE SODA,Baby Keem,129882,1,1,4,0.177,0.83,0.564,0.0,0.128,-7.822,0.235,0.107,85.042,83,spotify:track:5FkoSXiJPKTNyYgALRJFhD
133,Big K.R.I.T.,Big K.R.I.T.,172194,1,1,4,0.727,0.389,0.805,0.00034,0.0987,-6.716,0.332,0.376,139.073,41,spotify:track:49KseQDZRmTUxF7T0TegwU
134,Confetti,Big K.R.I.T.,198763,1,0,4,0.0518,0.686,0.633,1.09e-05,0.083,-8.321,0.2,0.218,85.955,50,spotify:track:3dTpCTapp53S88tyMOVosR
135,Ride Wit Me (feat. Bun B & Pimp C),Big K.R.I.T.,214985,11,0,4,0.00235,0.742,0.742,0.0,0.257,-6.659,0.109,0.412,143.971,39,spotify:track:7pakPCYZqstwdMjpcimsLr
136,Get Up 2 Come Down (feat. CeeLo Green & Sleepy Brown),Big K.R.I.T.,277239,1,1,4,0.0411,0.495,0.663,0.0,0.144,-6.649,0.185,0.128,86.728,40,spotify:track:6jtTVWnlHgyjLgwLW63SZk
137,Aux Cord,Big K.R.I.T.,195490,0,1,4,0.00977,0.371,0.798,8.84e-05,0.086,-5.899,0.0791,0.112,90.753,37,spotify:track:25FSYy5ox8ZXYzBCvTEKLd
138,Price of Fame,Big K.R.I.T.,254361,2,1,4,0.144,0.675,0.703,3.33e-06,0.0912,-7.117,0.32,0.421,79.97,40,spotify:track:6cAbJAh1AeYBLAMurtyNqM
139,Bury Me In Gold,Big K.R.I.T.,264520,9,1,4,0.0248,0.527,0.772,4.81e-06,0.108,-5.313,0.0765,0.438,97.948,39,spotify:track:4XJf9EhLAiYkGeuGHlqjzB
140,My Sub Pt. 3 (Big Bang),Big K.R.I.T.,191973,2,1,4,0.00107,0.891,0.454,0.0,0.107,-7.865,0.257,0.125,84.035,25,spotify:track:39ZVnEQnjizFD4Isc4SBg8
141,Cadillactica,Big K.R.I.T.,268933,1,0,4,0.179,0.699,0.786,0.0,0.382,-7.714,0.363,0.577,141.445,30,spotify:track:0vMgYNSuEalcCR62SEIieP
142,King Of The South,Big K.R.I.T.,212093,8,1,4,0.106,0.872,0.691,0.0,0.0955,-7.33,0.191,0.309,137.965,25,spotify:track:7w378CSVKhv28hmVmzsHa8
143,Mind Control,Big K.R.I.T.,245520,9,0,4,0.0293,0.735,0.748,0.0,0.205,-4.747,0.047,0.595,151.072,24,spotify:track:0OJHzCcpXaWDerEuLQ3iCU
