,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
926,Champion (feat. Travis Scott),NAV,195053,5,0,4,0.381,0.642,0.782,0.0,0.108,-3.395,0.0477,0.396,162.005,76,spotify:track:6nO3tr47nr2P7f3hXb8JIo
927,Price On My Head (feat. The Weeknd),NAV,217776,6,0,4,0.384,0.768,0.574,1.65e-05,0.336,-6.104,0.136,0.278,74.949,72,spotify:track:4hqOmrCCJKyiuwDexd8c2t
928,Tap (feat. Meek Mill),NAV,148278,2,1,4,0.0646,0.901,0.676,0.0,0.0863,-7.033,0.251,0.452,85.018,79,spotify:track:5rU6kDNXZLXIinFezpbWbO
929,Hold Your Breath (feat. Gunna),NAV,170955,8,1,4,0.137,0.825,0.682,0.0,0.122,-5.197,0.214,0.5,146.129,55,spotify:track:5PFfxZ9WezcE8JiUWLsyus
930,Habits,NAV,204364,9,1,4,0.23,0.75,0.534,0.0,0.152,-7.004,0.294,0.451,159.998,69,spotify:track:3KkWGDCb6byHjNYjxBihGK
931,Legacy (feat. Travis Scott & 21 Savage),Offset,244941,1,1,4,0.178,0.844,0.513,0.0,0.0845,-8.769,0.335,0.344,128.085,72,spotify:track:7pMRoGLEJuFM2wl5pt0R99
932,Quarter Milli (feat. Gucci Mane),Offset,194875,9,1,4,0.0688,0.909,0.55,8.97e-05,0.11,-7.795,0.0728,0.189,130.036,59,spotify:track:36YZKsGtyzblj9fGYKtR7H
933,Red Room,Offset,241440,7,0,4,0.479,0.936,0.559,0.0,0.128,-8.587,0.157,0.527,112.347,69,spotify:track:4TWflhgevIGo448fWc6mQq
934,Came A Long Way,Offset,172977,10,0,4,0.487,0.807,0.774,0.0,0.0892,-5.021,0.116,0.279,100.005,56,spotify:track:1X5F8qFnvUe4sYmIqowEkB
935,Poof,Pi’erre Bourne,183108,0,0,4,0.0506,0.804,0.506,1.26e-06,0.134,-8.413,0.261,0.611,81.451,65,spotify:track:4k95J448xydiVtD4PXMvpY
936,How High,Pi’erre Bourne,249638,4,0,4,0.0419,0.723,0.423,0.0,0.414,-8.979,0.0883,0.23,75.49,51,spotify:track:0JVVbGo87Ctb1Q3E5ObYIn
937,Romeo Must Die,Pi’erre Bourne,161316,5,0,4,0.106,0.594,0.547,1.9e-05,0.125,-8.587,0.0899,0.327,142.945,48,spotify:track:6aj3ZrwI9QdvYmAz46JVAS
938,Racer,Pi’erre Bourne,294521,9,1,4,0.12,0.584,0.397,0.0,0.396,-9.627,0.0468,0.119,140.066,50,spotify:track:5N1Mtp3TcyGbnj0GAFSbg5
939,Guillotine,Pi’erre Bourne,179891,4,0,4,0.0132,0.703,0.463,0.0,0.348,-6.939,0.0528,0.234,162.924,55,spotify:track:7491l7CnemDkYH0jsoLvYr
940,Speed Dial,Pi’erre Bourne,150692,4,0,4,0.0821,0.859,0.516,0.0,0.878,-9.021,0.0502,0.338,129.963,48,spotify:track:2axv3y99gPLIq3y1WGGOQf
941,Broke Boi,Playboi Carti,189322,1,1,4,0.000893,0.834,0.423,2.4e-05,0.135,-10.296,0.381,0.256,142.078,61,spotify:track:4kjrB4xpcXRiAjLRivGhN2
942,Long Time - Intro,Playboi Carti,211773,4,0,4,0.284,0.472,0.86,0.0,0.83,-3.967,0.0451,0.366,144.073,70,spotify:track:4IO2X2YoXoUMv0M2rwomLC
943,R.I.P.,Playboi Carti,192027,8,0,4,0.0119,0.725,0.723,0.0,0.086,-6.067,0.16,0.509,140.003,68,spotify:track:3L0IKstjUgDFVQAbQIRZRv
944,Lean 4 Real (feat. Skepta),Playboi Carti,177027,7,1,4,0.0303,0.754,0.777,0.0,0.362,-5.077,0.0665,0.159,75.98,63,spotify:track:1JgkiUg9mSXSwcb5Gbi4Ur
945,Old Money,Playboi Carti,135547,2,1,4,0.0271,0.716,0.618,0.0,0.342,-10.227,0.338,0.584,162.957,61,spotify:track:0syXbGoFZbTMXm8hGCEvW0
946,Love Hurts (feat. Travis Scott),Playboi Carti,180560,4,0,4,0.0315,0.724,0.45,1.36e-05,0.111,-5.763,0.0496,0.464,140.981,70,spotify:track:3K6U7TamNyVSWcFH8pCQHX
947,Shoota (feat. Lil Uzi Vert),Playboi Carti,153800,1,0,4,0.191,0.674,0.649,0.0,0.122,-8.433,0.199,0.48,153.069,77,spotify:track:2BJSMvOGABRxokHKB0OI8i
948,Right Now (feat. Pi'erre Bourne),Playboi Carti,207013,6,0,4,0.139,0.687,0.604,0.0,0.203,-5.005,0.0663,0.308,78.487,62,spotify:track:475jSz0H6U3duJyNiDS0tT
949,Poke It Out (with Nicki Minaj),Playboi Carti,269813,9,1,4,0.097,0.894,0.59,9.06e-06,0.329,-5.716,0.221,0.575,147.009,62,spotify:track:2rPSFKzGeqUWwfcCFVkkq3
950,Home (KOD),Playboi Carti,162133,7,0,4,0.319,0.722,0.686,0.0,0.352,-6.178,0.24,0.435,77.015,59,spotify:track:5wPyd3IQAZft1vmxoIqGrU
951,Fell In Luv (feat. Bryson Tiller),Playboi Carti,206333,2,1,4,0.0268,0.657,0.668,0.0,0.32,-6.208,0.137,0.226,162.995,65,spotify:track:1s9DTymg5UQrdorZf43JQm
952,Foreign,Playboi Carti,142893,6,0,4,0.0906,0.762,0.705,0.0,0.17,-5.195,0.165,0.264,122.955,68,spotify:track:500l6Cwe40hkPqS7Sf7ufY
953,Pull Up,Playboi Carti,216400,2,1,4,0.0109,0.84,0.597,0.000169,0.114,-7.569,0.3,0.569,156.975,61,spotify:track:424qpX6swdUdhLq95cecNu
954,Mileage (feat. Chief Keef),Playboi Carti,149760,1,1,4,0.0623,0.742,0.616,0.0,0.111,-6.285,0.179,0.396,150.855,60,spotify:track:1oNcc2isuz7d3hc1fMoHqj
955,FlatBed Freestyle,Playboi Carti,193973,9,1,4,0.0967,0.755,0.552,0.0,0.158,-5.604,0.288,0.402,153.157,72,spotify:track:5nayhWICkQGMTkisxVMbRw
956,No Time (feat. Gunna),Playboi Carti,219453,5,0,4,0.0177,0.943,0.763,1.76e-05,0.114,-5.568,0.133,0.229,139.969,66,spotify:track:5pHJv0bgNsT9nPoK2BjNBn
957,Middle Of The Summer (feat. Red Coldhearted),Playboi Carti,137027,8,1,4,0.0125,0.638,0.669,0.0,0.0747,-6.442,0.234,0.452,136.867,58,spotify:track:7AtBtwrKhz94hYXgGYyG58
958,Choppa Won't Miss (feat. Young Thug),Playboi Carti,217960,0,1,4,0.0182,0.858,0.661,0.0,0.115,-6.544,0.319,0.611,163.056,64,spotify:track:5O9zs6G6RcB6yP1OKwnwiM
959,R.I.P. Fredo (feat. Young Nudy) - Notice Me,Playboi Carti,161200,2,1,4,0.1,0.912,0.755,0.0,0.179,-5.393,0.142,0.625,140.051,63,spotify:track:45Ln3F9PRPYTXBcMFkZMzS
960,Top (feat. Pi'erre Bourne),Playboi Carti,133013,5,0,4,0.00906,0.955,0.518,0.0,0.113,-5.522,0.0649,0.162,130.003,58,spotify:track:7HsvTUJcXRQVK6QuALkAvW
961,Location,Playboi Carti,168784,11,1,4,0.33,0.717,0.79,0.000125,0.518,-4.213,0.2,0.375,125.981,68,spotify:track:3yk7PJnryiJ8mAPqsrujzf
962,Magnolia,Playboi Carti,181812,11,0,4,0.0113,0.791,0.581,0.0,0.35,-7.323,0.286,0.438,162.99,76,spotify:track:1e1JKLEDKP7hEQzJfNAgPl
963,Lookin,Playboi Carti,183552,0,1,4,0.0457,0.827,0.57,0.0,0.148,-8.22,0.365,0.412,148.119,61,spotify:track:1UAmQe8EwpxQ80OfYVD13z
964,wokeuplikethis*,Playboi Carti,235535,8,1,4,0.0138,0.785,0.62,0.0,0.15,-6.668,0.254,0.478,78.476,75,spotify:track:59J5nzL1KniFHnU120dQzt
965,Let It Go,Playboi Carti,150410,11,1,4,0.0036,0.685,0.53,0.0,0.573,-5.298,0.286,0.55,157.012,62,spotify:track:23QyE9GQpXsX9WgEDADMa6
966,Half & Half,Playboi Carti,227044,7,1,4,0.136,0.899,0.496,0.0,0.139,-4.691,0.329,0.145,127.046,58,spotify:track:2TdZdeKIDMqi1B3139W4Wb
967,New Choppa,Playboi Carti,126043,0,0,4,0.174,0.772,0.605,0.0,0.329,-4.223,0.0579,0.425,128.162,65,spotify:track:30sc425JEvj3tgmGAKORea
968,Other Shit,Playboi Carti,168713,0,1,4,0.303,0.841,0.47,0.0,0.233,-6.741,0.372,0.423,133.026,55,spotify:track:1KsfhDZbBY2JjTHLmYhkK1
969,NO. 9,Playboi Carti,199191,1,0,4,0.00973,0.885,0.607,0.0,0.325,-7.642,0.386,0.391,137.881,59,spotify:track:5Nq6lLSxphlsA6nQB0KtES
970,dothatshit!,Playboi Carti,184964,9,1,4,0.067,0.745,0.744,0.0,0.279,-5.56,0.254,0.451,162.965,65,spotify:track:1KzNsOkpQthVwpCJrADJEQ
971,Lame Niggaz,Playboi Carti,173683,5,0,4,0.0315,0.9,0.488,0.0,0.101,-6.371,0.274,0.679,83.498,59,spotify:track:1xUQwXDDKW79z7GRUt2vMW
972,Yah Mean,Playboi Carti,165642,5,0,4,0.0639,0.776,0.73,0.0,0.113,-6.324,0.328,0.74,162.984,65,spotify:track:5MUxrNd7Gr2HksLcAlB0IO
973,Flex,Playboi Carti,240460,0,0,4,0.48,0.75,0.594,0.0,0.166,-5.619,0.282,0.255,130.104,67,spotify:track:2xyBvir9n474qfsOkxXMgx
974,Kelly K,Playboi Carti,271154,1,1,4,0.237,0.715,0.522,0.0,0.389,-4.69,0.151,0.233,158.023,59,spotify:track:3hDp5jRxvtD31giFGUaE1x
975,Had 2,Playboi Carti,139279,11,0,5,0.0434,0.8,0.672,0.0,0.141,-7.925,0.32,0.871,76.023,55,spotify:track:2mkV4angeBLZPTcYOSrjee
976,War,Pop Smoke,223120,6,0,4,0.206,0.663,0.741,0.0,0.0651,-4.249,0.138,0.551,141.867,42,spotify:track:3MMAQgzTI4jIdY9KBgWLfN
977,Welcome To The Party,Pop Smoke,214960,2,1,4,0.0134,0.637,0.723,7.87e-05,0.196,-5.547,0.091,0.228,143.013,70,spotify:track:0fIffclhgJC5h8AdMMVvkp
978,Meet the Woo,Pop Smoke,121080,1,1,4,0.022,0.816,0.526,7.05e-05,0.0881,-8.241,0.29,0.383,142.987,59,spotify:track:4kdKKsPHWsyNrvFsZrcg52
979,Dior,Pop Smoke,216387,7,1,4,0.212,0.548,0.805,0.000389,0.408,-5.732,0.351,0.648,142.094,75,spotify:track:79s5XnCN4TJKTVMSmOx8Ep
980,Better Have Your Gun,Pop Smoke,199827,1,1,4,0.157,0.525,0.813,0.0,0.5,-4.951,0.418,0.564,141.548,51,spotify:track:5T9aZRhY5uYeovAQtATLyK
981,PTSD,Pop Smoke,199827,10,0,4,0.124,0.599,0.622,0.00278,0.158,-4.313,0.264,0.199,91.615,64,spotify:track:24b6djSbUFQtXAdyb3FMbr
982,420 in London,Pressa,219089,10,0,4,0.0138,0.783,0.694,0.0,0.11,-7.008,0.358,0.389,160.034,56,spotify:track:1zDwQIp3BgbH9dSmYtPBDH
983,If You Know You Know,Pusha T,202120,6,0,4,0.0186,0.46,0.697,0.0,0.362,-5.954,0.325,0.701,153.426,63,spotify:track:6bGwKHXHNLmTy6yt147FPh
984,Santeria,Pusha T,176027,8,1,4,0.142,0.621,0.678,0.0,0.098,-4.104,0.197,0.0883,88.677,58,spotify:track:4LKSaRoKNnlpKXTT663BrT
985,What Would Meek Do?,Pusha T,153267,1,1,4,0.0064,0.678,0.636,8.38e-06,0.177,-3.155,0.0782,0.0636,83.071,57,spotify:track:5vnuJ8EopkP5dHukpOmT3L
986,Changing Of The Guards,Pusha T,149200,0,1,4,0.00404,0.547,0.759,0.0,0.749,-4.997,0.253,0.132,72.641,44,spotify:track:103hWeG0MVvCo25lKFiQbj
987,Trouble On My Mind,Pusha T,212507,6,0,4,0.0705,0.645,0.785,0.000111,0.38,-6.016,0.365,0.673,172.174,64,spotify:track:2ztyTz3H928W2bVb9qXBlB
988,Raid,Pusha T,225720,7,1,4,0.0443,0.507,0.71,4.43e-05,0.191,-5.794,0.315,0.359,84.927,37,spotify:track:2KgTnT6pIyGoETqjuO7yz2
989,King Push,Pusha T,172333,2,1,3,0.0468,0.393,0.815,0.00035,0.152,-5.279,0.334,0.212,182.034,40,spotify:track:7G4rtRR1pWzkcGv0K209o4
990,Numbers On The Boards,Pusha T,163587,0,0,4,0.157,0.807,0.556,0.0,0.0906,-5.539,0.119,0.383,87.852,48,spotify:track:5243RHbTTd4oci9YjktHBW
991,Sweet Serenade,Pusha T,219293,7,1,4,0.0127,0.722,0.702,0.0051,0.384,-6.688,0.347,0.424,150.056,48,spotify:track:07m2dSALVCvqaKJ6iqO1Tt
992,Nosetalgia,Pusha T,216053,5,1,4,0.0257,0.574,0.795,0.0,0.132,-3.919,0.318,0.723,80.975,51,spotify:track:5c7yH6ivcTqyHcMkHWTiFY
993,S.N.I.T.C.H.,Pusha T,243840,5,0,4,0.0204,0.581,0.605,0.0,0.139,-6.646,0.308,0.161,160.19,36,spotify:track:339PhjL4Jn35g1jALgZ8kH
994,Bless Em (Takeoff feat. Travis Scott),Quality Control,180447,0,0,4,0.0592,0.808,0.907,0.0,0.139,-4.027,0.0865,0.721,158.994,62,spotify:track:3aaRK3htdVkK2pqOI64FEb
995,Lit Like Bic,Rae Sremmurd,274760,0,0,4,0.00645,0.728,0.684,0.0,0.458,-4.971,0.0536,0.139,124.013,51,spotify:track:5pQR7OLdUPZBvrp7H0Ol8h
996,Unlock The Swag,Rae Sremmurd,322787,6,0,4,0.135,0.922,0.54,1.32e-05,0.0772,-5.917,0.0677,0.255,113.969,46,spotify:track:4sAyDtswbHLWyFJgUMt8hu
997,No Flex Zone,Rae Sremmurd,231067,8,1,4,0.00433,0.925,0.518,0.0,0.0976,-5.831,0.106,0.241,120.064,61,spotify:track:2L8cFPItBljPNJgPjTnuIf
998,My X,Rae Sremmurd,214000,2,1,4,0.00104,0.813,0.596,0.0,0.176,-3.938,0.0578,0.177,130.048,51,spotify:track:1GLcGInllpE4JUTStzaCOM
999,This Could Be Us,Rae Sremmurd,206307,0,0,4,0.291,0.732,0.69,0.0,0.116,-4.992,0.134,0.758,143.072,75,spotify:track:4jTiyLlOJVJj3mCr7yfPQD
1000,Come Get Her,Rae Sremmurd,212947,2,1,4,0.187,0.689,0.564,0.0,0.0721,-6.226,0.136,0.123,185.023,76,spotify:track:1Ser4X0TKttOvo8bgdytTP
1001,Up Like Trump,Rae Sremmurd,193173,1,1,4,0.0465,0.832,0.641,3.2e-06,0.337,-2.672,0.0458,0.232,133.06,52,spotify:track:2RUuKIHFHjk41E7YsJ9HNP
1002,Throw Sum Mo,Rae Sremmurd,260453,6,0,4,0.0388,0.859,0.627,0.000202,0.101,-7.91,0.13,0.594,142.062,65,spotify:track:5uqphUYsR45kPYplrYSAQh
1003,YNO,Rae Sremmurd,324933,7,1,4,0.0885,0.75,0.772,0.0,0.194,-4.409,0.0396,0.155,105.02,46,spotify:track:1UTdrjTrmIDKLADpcWnOWa
1004,No Type,Rae Sremmurd,200080,6,1,4,0.0158,0.891,0.486,3.78e-06,0.0925,-7.803,0.159,0.239,125.01,74,spotify:track:4scpF6J5uMBvoh6sFB7EL1
1005,Safe Sex Pay Checks,Rae Sremmurd,296040,8,1,4,0.019,0.68,0.79,0.0,0.271,-4.891,0.0863,0.504,120.019,48,spotify:track:41gjI27Qe5vzMHrLI7PpSS
1006,"F*ck What They Say (feat. Rell, Amber London, Key Nyata, Yung Simmie)",Raider Klan,215481,5,0,4,0.299,0.405,0.691,0.0,0.109,-6.035,0.333,0.367,149.427,17,spotify:track:5FgQYnjObTSHJXfXAaZudJ
1007,Petro (feat. SpaceGhost Purrp),Raider Klan,231322,3,1,4,0.0128,0.543,0.732,0.0,0.111,-7.037,0.0965,0.215,70.901,21,spotify:track:1NPGiIYxqpNqcn8iip0ksg
1008,"I'm Grind (feat. Yung Simmie, Amber London, Nell, Dough2x)",Raider Klan,316918,10,0,4,0.0291,0.647,0.861,0.0,0.122,-5.524,0.0826,0.506,102.969,12,spotify:track:1YroBlCpALCAV5qBV6YZCV
1009,"We Go (feat. Dough2x, Key Nyata)",Raider Klan,317087,5,1,4,0.389,0.401,0.613,1.04e-06,0.108,-7.765,0.147,0.0389,140.175,10,spotify:track:4FISgCLzzg98s6wCIKlOxa
1010,Money Phone (feat. Offset),Reese LAFLARE,224256,7,1,4,0.149,0.909,0.527,0.0,0.156,-5.992,0.277,0.343,129.016,33,spotify:track:0BUTheoyULCjiOOOWRTCmH
1011,Dubs & Losses (feat. Roc Marciano),Retch,224187,7,1,4,0.095,0.401,0.949,0.00383,0.413,-5.298,0.445,0.466,75.293,19,spotify:track:0uarlv4xwAudUrFxaNJDIM
1012,Walk Through,Retch,130944,1,1,4,0.361,0.691,0.65,3.46e-06,0.161,-8.416,0.438,0.737,84.332,19,spotify:track:3i6kXTRqmuUOtjpoql8nsX
1013,High End,Retch,137143,10,0,4,0.665,0.541,0.81,0.0,0.284,-6.783,0.191,0.524,142.078,18,spotify:track:4XjxuR7ClppSaHRcw9xwwQ
1014,Made It Out (feat. Tsu Surf),Retch,288512,5,1,3,0.031,0.421,0.919,2.17e-05,0.321,-4.973,0.499,0.425,162.474,15,spotify:track:1ngC463WsQiobQsaK4RL6Z
1015,Throwin' Sets Down,Retch,151338,1,1,4,0.00946,0.484,0.554,8.31e-05,0.319,-7.546,0.339,0.334,155.717,16,spotify:track:6Gk6NlGw3ADRQNq5P0ZxZK
1016,Late Night,Retch,112208,0,1,5,0.314,0.698,0.731,0.0,0.392,-9.347,0.506,0.628,86.489,20,spotify:track:5imjyhwRJgrJ0VvUBSpzGE
1017,Paranoia (feat. Dave East),Retch,224495,0,0,4,0.657,0.574,0.78,0.0,0.26,-6.556,0.358,0.676,77.992,17,spotify:track:4k4pKN9G8D0lLq7PZKDajN
1018,Daily Serving,Retch,117290,6,1,4,0.149,0.511,0.79,0.0,0.116,-4.808,0.387,0.793,153.95,15,spotify:track:1CwunGKcY50idgGFGf2DtB
1019,Slop Trays,Retch,100179,10,0,3,0.232,0.524,0.876,0.0,0.612,-4.947,0.409,0.773,159.374,18,spotify:track:1IVoor9yHSUpGuklhtniZg
1020,Party Over,Retch,98909,7,1,4,0.0445,0.716,0.688,0.0,0.156,-7.691,0.44,0.794,83.755,17,spotify:track:5HSctzxQmH5Zlr3jEVp62t
1021,Disclaimer,Retch,151552,1,1,4,0.105,0.526,0.765,0.736,0.118,-7.842,0.207,0.199,75.273,15,spotify:track:5eGl1I4ce38k80WURCCSCg
1022,Affiliation,Retch,156672,7,0,4,0.0822,0.725,0.475,8.75e-05,0.128,-9.338,0.288,0.128,130.974,13,spotify:track:5Xe1orCqizCg5PkW1bn3zw
1023,Round Here,Retch,243000,2,1,4,0.254,0.725,0.917,1.15e-06,0.0873,-6.497,0.519,0.541,77.938,14,spotify:track:6GT5gByqvSPJLXhz8slIye
1024,Product of da Block,Retch,211766,9,1,4,0.13,0.653,0.872,0.0,0.114,-5.957,0.434,0.542,77.149,20,spotify:track:4PnIU9aSQANw5u8CoYt69p
1025,Cheap Work,Retch,141056,1,1,4,0.00211,0.294,0.718,2e-05,0.428,-5.851,0.179,0.148,87.575,15,spotify:track:0PEHecVwtBjrbf5pAfxUyS
1026,Finesse The World,Retch,203264,1,1,4,0.000595,0.6,0.794,0.00284,0.373,-5.177,0.205,0.152,78.184,19,spotify:track:7mFLeM2iaB0BJKn3A1ffyb
1027,Bad Luck,Retch,171093,8,1,4,7.34e-05,0.627,0.814,0.0,0.0933,-1.999,0.257,0.334,84.041,18,spotify:track:50PLAleEN3Z3K1bi9dHR0C
1028,IDK What 2 Tell U,Retch,209231,10,0,3,0.0335,0.575,0.633,0.0,0.115,-10.287,0.511,0.651,111.718,18,spotify:track:0LEJN3UMy3NgUGdyIXOXX2
1029,Amedei Porcelana,Retch,177714,2,1,4,0.214,0.549,0.61,0.0,0.0821,-9.241,0.326,0.469,76.102,20,spotify:track:5EELe8HJN5NuEfiVxL9Pkk
1030,Dirty Ginger Ale,Retch,141549,1,1,3,0.00434,0.394,0.906,0.0,0.18,-4.586,0.392,0.375,82.592,13,spotify:track:3VIPvkS82eKmitkM6pyOkc
1031,Violence,Retch,198020,2,1,4,0.00836,0.513,0.982,0.0,0.47,-5.342,0.556,0.383,77.984,13,spotify:track:3bTGcu8cKQNvJzvXzoAKki
1032,Still Wit' It,Retch,164695,10,0,4,0.312,0.661,0.632,0.0,0.173,-11.417,0.541,0.323,83.372,14,spotify:track:4j3z3qy0IB3Oyd4oW0ONXg
1033,Out da Lobby,Retch,135821,1,0,4,0.545,0.5,0.666,0.0,0.183,-6.152,0.16,0.0696,114.073,22,spotify:track:3Z9Ie90lSHpEq4qiDOlkPZ
1034,All Night,Retch,294139,5,1,4,0.62,0.434,0.944,0.0,0.288,-2.261,0.258,0.49,119.792,29,spotify:track:33hBTQdDBZmr28VYujYedI
1035,Matrimony,Retch,106000,10,0,4,0.61,0.86,0.666,3.76e-05,0.0936,-5.085,0.274,0.425,108.032,19,spotify:track:6AGydm0VYCx00HgGct4idc
1036,Shoot-Outs,Retch,241905,9,0,4,0.03,0.686,0.542,0.87,0.103,-10.241,0.0879,0.261,132.436,17,spotify:track:3zzgNP0wDjiIt4zu4sVxJC
1037,Not to Mention,Retch,223691,9,1,4,0.347,0.786,0.622,0.000632,0.407,-7.639,0.223,0.242,120.02,25,spotify:track:5IYwZjAXbq5X15FBdt1Zz1
1038,Hol Up,Retch,104473,1,1,4,0.407,0.54,0.61,0.0355,0.0928,-4.276,0.214,0.439,131.099,15,spotify:track:7kEiyTXL3bULEmSkuQpdaN
1039,Fresh Off Tour,Retch,173000,4,1,4,0.02,0.513,0.726,0.000584,0.267,-7.41,0.25,0.181,128.333,18,spotify:track:2JNxAee4s54sa5nAUL4xbt
1040,Another Seal,Retch,190265,6,1,4,0.273,0.843,0.26,0.000377,0.169,-17.568,0.396,0.628,119.893,17,spotify:track:07U5s5JHCKagfGF8gSQeeh
1041,Codeine Gangsta Party,Retch,248174,6,0,4,0.147,0.648,0.741,0.0,0.342,-6.345,0.346,0.521,139.944,31,spotify:track:7n89WJiogZd43mjHLxS1tY
1042,Established,Retch,230179,6,0,4,0.00217,0.623,0.774,0.0528,0.0758,-6.839,0.0767,0.54,109.997,16,spotify:track:6vjVD0ikOO5y3buoXRezdE
1043,Couple Straps,Retch,207229,4,0,4,0.562,0.614,0.711,9.54e-06,0.347,-6.273,0.334,0.412,74.962,34,spotify:track:4sUTWijG6R4wwDgzNRQDBa
1044,Bout 2 Fall Out,Retch,204237,9,1,4,0.699,0.553,0.94,0.000149,0.181,-6.537,0.41,0.645,130.187,15,spotify:track:3FJuCtwi8lY7qw97WBXAFw
1045,Lean Talk,Retch,72105,11,0,3,0.563,0.498,0.554,0.108,0.237,-11.771,0.452,0.57,194.622,15,spotify:track:4HZwyelQPrDtbd5z5ALaYk
1046,Graceful Jewelry Removal,Retch,188911,4,0,4,0.268,0.409,0.899,1.97e-06,0.468,-6.509,0.335,0.397,166.615,21,spotify:track:61KCiZFmcixwzrVeu6EmOJ
1047,Marmalade Sky,Retch,173776,10,0,4,0.00569,0.543,0.694,0.0,0.108,-6.452,0.0547,0.446,82.904,32,spotify:track:4Bs9eU8ZF0LZi7PMjeuboQ
1048,Burgundy Windbreaker,Retch,290900,7,1,4,0.314,0.54,0.724,0.0,0.193,-6.893,0.415,0.463,84.364,24,spotify:track:5WgUleKrcgUw831yLnC7UU
1049,Odd Sweaters 1992,Retch,193942,1,1,4,0.163,0.326,0.786,0.0915,0.221,-8.696,0.239,0.468,168.271,21,spotify:track:1k3G8lwIewfDPAy8TgqS8F
1050,Pimp Sport,Retch,176193,1,1,4,0.22,0.361,0.696,0.0,0.371,-8.246,0.378,0.608,161.649,22,spotify:track:0f88hwBZ3jT1pgEi26DiT9
1051,Short $ermons (feat. Ab-Soul),Retch,171051,6,0,4,0.00652,0.26,0.769,1.62e-05,0.318,-7.949,0.0638,0.329,166.346,24,spotify:track:3WzAVMAhmt52CS0rI1imLS
1052,Special Jim,Retch,179815,10,1,4,0.404,0.337,0.905,0.0,0.351,-4.229,0.276,0.704,74.288,22,spotify:track:3HKvQ2GTc1dUedjidCTi9A
1053,850 Music (Morimoto Drug Transactions) [feat. Action Bronson],Retch,180930,2,1,1,0.722,0.36,0.792,0.0,0.211,-5.453,0.341,0.789,73.726,24,spotify:track:47XIgn5H871WRRo6SjqsVb
1054,Since My Dog Died,Retch,166441,6,1,4,0.211,0.555,0.693,0.0,0.271,-7.87,0.491,0.666,80.381,36,spotify:track:5KnOV7Q1XeD1eCs6VyoIHh
1055,Paul Allen's Business Card (feat. Sulaiman),Retch,170876,5,1,4,0.691,0.555,0.686,0.00766,0.0952,-8.888,0.132,0.864,82.099,18,spotify:track:5dpwfLS5LyjdTtDuYR8sO1
1056,Blue Fin Tuna (feat. Da$h),Retch,139993,9,1,4,0.358,0.374,0.894,4.29e-06,0.24,-5.962,0.424,0.699,78.686,23,spotify:track:4c0DBEBQ4XVNu51z2hbwQ6
1057,DOLCE & GABBANA,Riff Raff,202714,8,0,4,0.0271,0.911,0.665,0.0,0.0656,-5.169,0.249,0.408,140.136,49,spotify:track:6ZziEeo8rdjBeqDE6kFdfD
1058,Rookie of the Year 2013,Riff Raff,121500,2,1,4,0.0044,0.773,0.859,0.00711,0.117,-6.459,0.0573,0.577,159.955,20,spotify:track:4KoDsg2EbYPgqpXSrKqB7F
1059,Rice Out,Riff Raff,207560,5,0,4,0.0136,0.901,0.416,1.52e-05,0.0869,-7.066,0.0991,0.755,128.01,15,spotify:track:2CRvUoEGH7YMruasM1jgTr
1060,My Gear,Riff Raff,222387,1,0,4,0.204,0.713,0.674,0.0,0.241,-7.689,0.284,0.387,138.701,23,spotify:track:5BxkkmcWiXEeataQOQUU8J
1061,Pat Ewing,Riff Raff,153053,9,1,4,0.0257,0.72,0.704,0.0,0.317,-10.283,0.218,0.598,140.023,16,spotify:track:4EywWoTt9Oiwp7MIGmFQyV
1062,Icu,Riff Raff,208320,7,1,4,0.0186,0.821,0.608,0.0,0.388,-6.395,0.418,0.735,165.99,16,spotify:track:1RWxHHCPzXZ7QTZ6V33QV1
1063,Jose Canseco,Riff Raff,231413,5,1,4,0.191,0.9,0.516,0.0,0.139,-5.712,0.244,0.713,83.028,18,spotify:track:6LvwHF5lojTmjF80GQdGG4
1064,Brain Freeze,Riff Raff,137253,10,0,4,0.0194,0.889,0.484,4.06e-05,0.202,-7.979,0.32,0.362,83.367,16,spotify:track:0xyP6Qr4Rj4kfm03eLF9b9
1065,Introducing The Icon,Riff Raff,246176,11,1,4,0.0874,0.616,0.968,0.0,0.285,-1.972,0.341,0.725,203.865,35,spotify:track:7CaR9zo1EH6RoR4tEGKnGP
1066,Kokayne,Riff Raff,182798,5,0,4,0.0424,0.522,0.985,0.0,0.294,-3.027,0.139,0.716,192.945,23,spotify:track:5lPpk2dxU2oneGVkIhXw8K
1067,Wetter Than Tsunami,Riff Raff,195643,1,1,4,0.00249,0.9,0.622,0.0,0.093,-3.283,0.0595,0.855,140.038,26,spotify:track:0OW5fzC3x4MVAtKlWizVmb
1068,Jody 3 Moons (Skit),Riff Raff,87500,0,1,4,0.595,0.423,0.355,0.00468,0.115,-10.245,0.0459,0.0986,55.853,16,spotify:track:2eGqZ78nS3F3ZtKMRjANtH
1069,Versace Python,Riff Raff,183000,10,0,4,0.00156,0.624,0.792,1.54e-06,0.0772,-5.33,0.0473,0.325,139.94,25,spotify:track:1T65RAawpVi6Tu9y3yFhwN
