,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
140,Lady Villain,Daye Jack,260249,10,0,4,0.122,0.662,0.91,0.0,0.154,-4.458,0.134,0.596,91.011,17,spotify:track:4QEp8EU8l5VZNmihaH1esC
141,Bully Bully,Daye Jack,231453,7,1,4,0.00609,0.614,0.582,5.59e-06,0.203,-5.681,0.0325,0.656,130.048,7,spotify:track:0yImt5BJlcf43HisIOKxxM
142,Raw (feat. Denzel Curry & Grim Dave) - Remix,Daye Jack,218326,2,1,4,0.000834,0.468,0.834,0.0,0.142,-4.326,0.32,0.653,179.863,15,spotify:track:7FoqC7ybIwYIJOpiqq3j3v
143,Need Some Mo' Interlude,Daye Jack,87253,2,0,5,0.85,0.566,0.223,5.07e-06,0.504,-15.658,0.409,0.338,179.765,6,spotify:track:0VhiiRemN09s0OQFhev3rr
144,Casino,Daye Jack,250373,10,0,4,0.00205,0.87,0.701,2.92e-06,0.0727,-5.033,0.0476,0.944,108.011,14,spotify:track:7nIMtLGnPTb2xxYCax4dH6
145,Kick - Door,Daye Jack,260573,6,1,4,0.0146,0.847,0.774,0.37,0.107,-5.532,0.0424,0.82,113.994,31,spotify:track:6kMpZKfAdnIXrTsdc6OpxP
146,No Data Outro,Daye Jack,223947,1,0,4,0.00305,0.773,0.645,0.173,0.0919,-7.636,0.047,0.741,144.073,5,spotify:track:4ouDkFZzdRJX6GYsj4SOJo
147,Body Language - Intro,Kali Uchis,136343,9,1,4,0.639,0.387,0.706,0.00404,0.285,-8.74,0.128,0.588,115.956,51,spotify:track:2Tl0t18jgqJo0S7Fs2iy50
148,Miami (feat. BIA),Kali Uchis,243865,11,0,4,0.00382,0.624,0.785,0.0,0.0883,-5.634,0.034,0.656,95.933,55,spotify:track:5oJAaPRS2EzNIc8EWIbucE
149,Just A Stranger (feat. Steve Lacy),Kali Uchis,177697,9,1,4,0.127,0.745,0.672,0.0,0.103,-5.738,0.0346,0.641,108.031,66,spotify:track:1HA2V2EfAgJUBVOju4YfiB
150,Flight 22,Kali Uchis,216983,10,1,3,0.415,0.635,0.646,0.00055,0.42,-5.246,0.0462,0.344,117.956,55,spotify:track:3iv26BUAWSn83q8rhGKPE8
151,Your Teeth In My Neck,Kali Uchis,186181,3,0,4,0.0696,0.853,0.604,1.65e-06,0.135,-5.794,0.0511,0.86,116.0,60,spotify:track:54IbnYEdA3ymfxv07WgN3b
152,Tyrant (feat. Jorja Smith),Kali Uchis,204290,3,0,4,0.142,0.422,0.471,0.0,0.112,-8.784,0.18,0.62,82.433,64,spotify:track:4FZOSDwALdWxcGcRbwXWJ8
153,Dead To Me,Kali Uchis,199506,4,0,4,0.432,0.675,0.761,0.0,0.102,-4.469,0.0466,0.428,119.001,68,spotify:track:6LOZws7T3jqZz78unPgFF9
154,Nuestro Planeta (feat. Reykon),Kali Uchis,202755,0,0,4,0.0927,0.871,0.55,0.000742,0.0788,-6.113,0.0613,0.448,96.018,58,spotify:track:12TOa8pzhbLTWh1vxIsPMp
155,In My Dreams,Kali Uchis,201000,0,1,4,0.0195,0.606,0.839,1.96e-05,0.15,-5.115,0.0297,0.907,165.951,55,spotify:track:2dDzrUEDCKXaLViMPa1jo5
156,Gotta Get Up - Interlude,Kali Uchis,113270,3,0,4,0.605,0.488,0.381,0.0872,0.0776,-8.095,0.0498,0.217,140.941,53,spotify:track:7N3c9CKUmRqrt3dDvGWBWG
157,Tomorrow,Kali Uchis,190375,2,0,4,0.116,0.644,0.591,3.5e-05,0.141,-7.218,0.0296,0.494,107.034,55,spotify:track:3P4gLPPOHIRQ5j6PC1hNa5
158,Coming Home - Interlude,Kali Uchis,159852,7,1,4,0.337,0.624,0.544,3.49e-06,0.122,-8.004,0.0998,0.293,87.931,50,spotify:track:66p59VAALXRlp777aP1Wom
159,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,207455,4,0,4,0.301,0.702,0.659,0.00201,0.218,-6.766,0.13,0.843,79.64,71,spotify:track:1otG6j1WHNvl9WgXLWkHTo
160,Feel Like A Fool,Kali Uchis,185239,3,1,4,0.0245,0.7,0.812,0.0,0.102,-4.8,0.0311,0.855,107.983,53,spotify:track:5RcuACCOhgoc4ZH57AVCLA
161,Killer,Kali Uchis,172357,0,1,4,0.129,0.622,0.638,1e-05,0.362,-6.291,0.043,0.646,140.005,56,spotify:track:5n1WeUNWJIjs9ueYD4v0Pt
162,Push It Along,A Tribe Called Quest,454280,1,1,4,0.334,0.536,0.704,1.87e-06,0.503,-7.674,0.301,0.615,94.65,39,spotify:track:2Qoui6iAiX1VVV21yWayBD
163,Luck of Lucien,A Tribe Called Quest,282520,9,1,4,0.138,0.888,0.574,7.16e-05,0.211,-6.286,0.172,0.696,104.716,53,spotify:track:7EhEPcPa60LlvGuG9R1DOx
164,After Hours,A Tribe Called Quest,278853,10,0,4,0.44,0.826,0.903,0.000999,0.187,-5.449,0.262,0.646,100.02,39,spotify:track:5MNch1DaIp20fiHKmLHcp0
165,Footprints,A Tribe Called Quest,240640,8,0,4,0.0947,0.827,0.805,0.0,0.272,-5.009,0.257,0.685,100.06,41,spotify:track:3trSZ6JhgNpDhTfRvge4go
166,I Left My Wallet in El Segundo,A Tribe Called Quest,246827,7,1,4,0.383,0.817,0.825,0.0,0.0866,-6.481,0.238,0.881,99.032,50,spotify:track:15Xdlu0QaiEy3YFTf4xpUA
167,Pubic Enemy,A Tribe Called Quest,225787,11,1,4,0.0309,0.908,0.916,0.00204,0.1,-4.254,0.216,0.783,109.047,36,spotify:track:135R9H03UWsDIfZoKszfLi
168,Bonita Applebum - includes 'Can I Kick It' Intro,A Tribe Called Quest,229840,8,0,4,0.0859,0.845,0.701,0.00232,0.494,-5.111,0.209,0.647,91.851,49,spotify:track:7t83uuT0cZpQ7M6q9ymtv8
169,Can I Kick It?,A Tribe Called Quest,251573,0,1,4,0.173,0.848,0.666,0.000699,0.129,-6.547,0.274,0.744,96.662,69,spotify:track:3Ti0GdlrotgwsAVBBugv0I
170,Youthful Expression,A Tribe Called Quest,292627,1,1,4,0.0528,0.869,0.583,0.0934,0.258,-7.112,0.215,0.483,108.716,39,spotify:track:79iHdGrb91P9wAi5JNEObB
171,Rhythm (Devoted to the Art of Moving Butts),A Tribe Called Quest,242053,1,1,4,0.13,0.89,0.686,0.00262,0.342,-6.327,0.284,0.619,104.004,37,spotify:track:1DV0FlJoxpooAscaj2I6Uu
172,Mr. Muhammad,A Tribe Called Quest,213253,1,1,4,0.135,0.841,0.795,2.67e-06,0.151,-6.388,0.288,0.522,103.659,36,spotify:track:0oPzkUH4G7RK80MvHg2EEX
173,Ham 'N' Eggs,A Tribe Called Quest,327707,6,0,4,0.546,0.52,0.892,0.0,0.184,-4.824,0.269,0.794,92.2,37,spotify:track:5axNXq143OQQRhr0V6fXrM
174,Go Ahead In the Rain,A Tribe Called Quest,234040,1,0,4,0.00128,0.86,0.67,0.045,0.371,-5.649,0.12,0.887,110.747,36,spotify:track:5S6kL3VgQMiwFpgjUFeafe
175,Description of a Fool,A Tribe Called Quest,341693,11,0,4,0.0482,0.808,0.911,0.00193,0.0367,-4.087,0.0832,0.739,107.868,35,spotify:track:1nywM2c66qRbQclvXlyoYy
176,Excursions,A Tribe Called Quest,234627,11,1,4,0.386,0.885,0.608,0.0118,0.319,-10.809,0.169,0.707,95.748,56,spotify:track:4tEaytMs86hIaOSsiGoLcP
177,Buggin' Out,A Tribe Called Quest,217467,10,0,4,0.114,0.887,0.419,0.268,0.129,-10.961,0.353,0.576,96.149,57,spotify:track:6GAemDMWAXa8wZOBkO1gar
178,Rap Promoter,A Tribe Called Quest,133000,4,0,4,0.00846,0.867,0.459,0.0212,0.0695,-13.526,0.254,0.554,97.464,47,spotify:track:6CCIqr8xROr3jTnXf4GI3B
179,Butter,A Tribe Called Quest,218773,7,1,4,0.0316,0.727,0.38,0.0,0.342,-14.809,0.335,0.455,92.05,50,spotify:track:758mQT4zzlvBhy9PvNePwC
180,Verses from the Abstract,A Tribe Called Quest,238893,7,1,4,0.0913,0.868,0.424,0.000152,0.161,-14.047,0.329,0.755,87.614,47,spotify:track:6zrsmzrMoxNkXEQLubCWtA
181,Show Business,A Tribe Called Quest,233440,10,0,4,0.255,0.886,0.591,0.0,0.213,-12.323,0.254,0.828,101.623,46,spotify:track:2wS1PObRyCywHdmog5eOWW
182,Vibes and Stuff,A Tribe Called Quest,257827,2,0,4,0.708,0.819,0.261,0.0216,0.108,-14.406,0.181,0.487,92.348,48,spotify:track:4MdEYuoGhG2RTG3erOiu2H
183,Infamous Date Rape,A Tribe Called Quest,173573,2,1,4,0.245,0.759,0.344,0.0104,0.125,-13.638,0.443,0.5,188.251,44,spotify:track:4hozY0uWh4hxvH2mP6EmSL
184,Check the Rhime,A Tribe Called Quest,216693,11,0,4,0.0502,0.881,0.361,0.00458,0.246,-14.728,0.237,0.799,96.43,61,spotify:track:4HfxDJ0uLHTLe0fZrx0MbQ
185,Jazz (We've Got),A Tribe Called Quest,250240,11,1,4,0.719,0.822,0.479,4.42e-05,0.124,-15.962,0.271,0.72,92.461,58,spotify:track:7AgMX97ljLm9BzszyyXEYZ
186,Skypager,A Tribe Called Quest,132227,10,0,4,0.249,0.86,0.43,0.0132,0.138,-13.531,0.252,0.845,97.136,43,spotify:track:1ora7jNRx7tv7yjANfGu1u
187,What?,A Tribe Called Quest,148707,11,0,4,0.079,0.954,0.356,1.37e-05,0.092,-17.975,0.236,0.335,110.053,45,spotify:track:2ZCwz8omYluRWa9QyznFAy
188,Scenario - LP Mix,A Tribe Called Quest,250133,2,1,4,0.112,0.795,0.6,0.000171,0.111,-14.004,0.341,0.633,101.78,58,spotify:track:0301nLjG0ti26rx5ZmfqtP
189,Everything Is Fair,A Tribe Called Quest,178333,6,1,4,0.0936,0.78,0.654,0.0243,0.402,-14.414,0.0917,0.885,97.642,44,spotify:track:33d7n0d2Ou4wQ5AcLrLTav
190,Midnight Marauders Tour Guide,A Tribe Called Quest,45333,8,1,4,0.552,0.549,0.124,0.188,0.175,-21.527,0.501,0.794,97.653,41,spotify:track:4lIyYuC3f68DZjeIfo6BrM
191,Steve Biko (Stir It Up),A Tribe Called Quest,191533,10,0,4,0.0109,0.853,0.494,0.000884,0.205,-10.911,0.201,0.341,95.284,50,spotify:track:671sDyeE398eD0sdGuVbZU
192,Award Tour,A Tribe Called Quest,226440,7,1,4,0.00308,0.812,0.6,8.38e-06,0.173,-9.414,0.254,0.555,97.338,62,spotify:track:5YTM7OgQDt9EJAYcfHLniJ
193,8 Million Stories,A Tribe Called Quest,260893,7,1,4,0.253,0.868,0.498,9.06e-05,0.656,-13.683,0.378,0.9,94.062,47,spotify:track:0tBlp6zZ4j238CbdXCYy7A
194,Sucka Nigga,A Tribe Called Quest,245080,1,1,4,0.299,0.774,0.623,0.0,0.385,-10.372,0.324,0.928,86.233,51,spotify:track:4DcrZLp19qTdBYqc2bgj3V
195,Midnight,A Tribe Called Quest,265027,1,1,4,0.143,0.805,0.539,0.513,0.107,-9.968,0.179,0.6,94.58,44,spotify:track:7g2BVLCYyGeVHGGFajED65
196,We Can Get Down,A Tribe Called Quest,259120,7,1,4,0.0574,0.78,0.626,0.0122,0.501,-9.99,0.199,0.667,93.945,47,spotify:track:4tnbcPfOSZq5VAU67XxIdN
197,Electric Relaxation,A Tribe Called Quest,243800,11,1,4,0.246,0.852,0.418,0.35,0.126,-12.823,0.42,0.651,98.237,52,spotify:track:32WDVNZXIAuu7EqncTTKjH
198,Clap Your Hands,A Tribe Called Quest,196493,10,0,4,0.131,0.827,0.775,0.00332,0.26,-7.996,0.208,0.768,93.064,43,spotify:track:3GRBtVv3gbDwu3e0nkTP74
199,Oh My God,A Tribe Called Quest,208840,10,0,4,0.0327,0.866,0.698,0.0187,0.108,-7.976,0.272,0.713,94.64,54,spotify:track:6FI3RJ58Ztl0X1VtA6pVs9
200,Keep It Rollin',A Tribe Called Quest,186067,11,1,4,0.0204,0.749,0.359,0.000962,0.178,-14.07,0.423,0.761,88.738,45,spotify:track:6qwFuoKqoDI1lOifvEVrPP
201,"The Chase, Part II",A Tribe Called Quest,242373,11,0,4,0.0431,0.803,0.668,0.0,0.448,-9.546,0.328,0.695,93.996,44,spotify:track:5VEKqp658KuE7uIgTQDyVT
202,Lyrics to Go,A Tribe Called Quest,249027,11,0,4,0.28,0.744,0.664,0.927,0.172,-9.131,0.148,0.719,96.944,44,spotify:track:6YRZngBVAy2FgUQWk3lwL1
203,God Lives Through,A Tribe Called Quest,255547,1,0,4,0.0806,0.8,0.646,0.0,0.0979,-10.556,0.267,0.52,95.105,43,spotify:track:3l30bDO9Kn2XJ9H2azq5PY
204,Phony Rappers,A Tribe Called Quest,216173,6,0,4,0.317,0.904,0.63,0.0,0.0962,-6.291,0.294,0.526,94.953,38,spotify:track:0PukerHwImpQ2axWQEV1WQ
205,Get A Hold,A Tribe Called Quest,215267,10,0,4,0.0555,0.927,0.427,0.000692,0.241,-8.304,0.391,0.652,95.23,44,spotify:track:1LuvccUiy1j9y8hpPBzQNh
206,Motivators,A Tribe Called Quest,200427,8,0,4,0.0244,0.883,0.367,0.0,0.373,-8.773,0.373,0.889,93.672,37,spotify:track:34DES5skEhdS6cuD9JUuVo
207,The Jam,A Tribe Called Quest,278107,10,0,4,0.169,0.893,0.596,0.0,0.156,-6.549,0.342,0.734,94.623,45,spotify:track:0kMDFI2uqA16c8rWzXWlAU
208,Crew,A Tribe Called Quest,118227,6,0,4,0.0143,0.815,0.785,0.0,0.625,-6.325,0.23,0.919,92.627,35,spotify:track:4uOHIgf61scTZ356kvFA1Z
209,The Pressure,A Tribe Called Quest,182507,1,1,4,0.0491,0.882,0.438,0.0,0.119,-9.691,0.377,0.812,94.549,36,spotify:track:2KkCPpCjb9tM4mFdlstP7K
210,1nce Again (feat. Tammy Lucas) - Radio Version,A Tribe Called Quest,229227,10,0,4,0.0864,0.791,0.541,3.72e-05,0.36,-6.751,0.354,0.841,93.67,51,spotify:track:2uWMj52ImAeeGQFJmVlU5H
211,Mind Power,A Tribe Called Quest,235707,0,0,4,0.0477,0.903,0.473,5.24e-05,0.0795,-5.492,0.266,0.705,95.76,38,spotify:track:4Y2EGk21K4WyycfH5jPArB
212,The Hop,A Tribe Called Quest,207467,1,1,4,0.0679,0.928,0.517,0.0,0.174,-6.489,0.361,0.616,95.523,57,spotify:track:7f1UEGMBMuXfLBP5XANfrW
213,Keeping It Moving,A Tribe Called Quest,218533,6,0,4,0.0858,0.902,0.431,1.23e-06,0.053,-9.903,0.456,0.833,93.617,40,spotify:track:3YQCClOSBrbKkeAhmGvkoP
214,Baby Phife's Return,A Tribe Called Quest,198667,11,0,4,0.0565,0.866,0.467,0.0,0.0624,-7.968,0.462,0.89,96.63,35,spotify:track:3X8kjmIJHGU1fTO3vKOOZU
215,Separate/Together,A Tribe Called Quest,98293,6,1,4,0.0177,0.922,0.477,0.000114,0.107,-7.97,0.329,0.57,97.701,34,spotify:track:4cn8HUXDONkLgv68xxtgCx
216,What Really Goes On,A Tribe Called Quest,203573,6,1,4,0.0317,0.874,0.539,0.119,0.0993,-9.242,0.252,0.637,96.17,35,spotify:track:2X0X7p66p3KmxLQZqAC9BP
217,Word Play,A Tribe Called Quest,179560,1,1,4,0.0946,0.892,0.514,0.000159,0.0712,-8.687,0.304,0.698,93.622,37,spotify:track:403jySy271rKdvt5HNJaJf
218,Stressed Out (feat. Faith Evans),A Tribe Called Quest,298200,7,1,4,0.0712,0.823,0.399,0.000258,0.0954,-10.108,0.234,0.577,93.524,47,spotify:track:3jaEmUzw0Nt4GcyPkWEDCi
219,Start It Up,A Tribe Called Quest,198693,1,1,4,0.0456,0.922,0.365,1.72e-05,0.374,-8.132,0.34,0.607,93.017,32,spotify:track:640vzg8f5aGAuyIlNCbKuB
220,Find a Way,A Tribe Called Quest,203067,8,1,4,0.0352,0.773,0.581,0.0,0.485,-8.466,0.432,0.711,94.093,61,spotify:track:2MAaiV0bbeq4FpSwPe2rR8
221,Da Booty,A Tribe Called Quest,200800,1,1,4,0.0925,0.868,0.406,4.67e-06,0.343,-8.027,0.443,0.75,92.047,35,spotify:track:4UvulgTFTqbyzSeJI2vfYq
222,Steppin' It Up (feat. Busta Rhymes & Redman),A Tribe Called Quest,201933,10,0,4,0.015,0.814,0.636,1.7e-06,0.0295,-10.241,0.396,0.774,95.731,41,spotify:track:0OhHqIEtDur5NeMooGOs81
223,Like It Like That,A Tribe Called Quest,166773,3,0,4,0.585,0.931,0.409,1.11e-06,0.0946,-8.059,0.159,0.715,95.02,40,spotify:track:67UpJLYBsYEAbe0Mm1xRf8
224,Common Ground (Get It Goin' On) (feat. Spanky),A Tribe Called Quest,169800,10,0,4,0.0301,0.847,0.48,0.0,0.116,-7.252,0.251,0.872,93.511,34,spotify:track:22g64LqWLZHAu9yqM2r6JD
225,4 Moms (feat. Spanky),A Tribe Called Quest,109000,11,0,4,0.113,0.772,0.389,0.93,0.101,-7.331,0.213,0.675,92.06,35,spotify:track:0CNpv1jTH5mmqcZrh00WuM
226,His Name Is Mutty Ranks,A Tribe Called Quest,116267,1,1,4,0.0571,0.813,0.532,8.7e-06,0.309,-7.515,0.506,0.858,92.042,31,spotify:track:5aZFsy9YX9jqP7v7Hxhjam
227,Give Me (feat. Noreaga),A Tribe Called Quest,232360,11,1,4,0.00968,0.901,0.542,1.32e-06,0.0681,-9.125,0.162,0.896,94.028,31,spotify:track:2vx783IPNkDtpc2jY2Z7Hl
228,Pad & Pen (feat. D-Life),A Tribe Called Quest,203040,11,1,4,0.0333,0.769,0.522,0.0,0.0299,-10.13,0.352,0.754,95.719,34,spotify:track:1wjd0vLuy6pJzIZYdNJM0Y
229,Busta's Lament,A Tribe Called Quest,158733,1,1,4,0.00529,0.879,0.402,3.76e-06,0.0688,-7.632,0.454,0.78,94.508,37,spotify:track:4R8XY2fcKNW4zNug9Y1WLJ
230,Hot 4 U,A Tribe Called Quest,195800,6,1,4,0.187,0.883,0.433,4.29e-06,0.275,-10.693,0.42,0.793,97.059,31,spotify:track:0Iy7Z3RfJdCiukKTm0Qqcg
231,Against The World (feat. Spanky),A Tribe Called Quest,238800,1,1,4,0.0675,0.901,0.495,0.000186,0.15,-8.468,0.468,0.661,95.965,31,spotify:track:532c24fiOVHY7iM28Y3r54
232,The Love,A Tribe Called Quest,242933,6,0,4,0.195,0.796,0.459,4.7e-06,0.141,-8.443,0.355,0.85,94.116,33,spotify:track:6eoecTNy8OfZnS7QiTOMTy
233,"Rock Rock Y'all (feat. Punchline, Wordsworth, Jane Doe & Mos Def)",A Tribe Called Quest,257493,6,1,4,0.069,0.926,0.532,0.0,0.0619,-12.841,0.291,0.873,93.352,40,spotify:track:2xK48geuNoJAGW1tT073N6
234,Scenario - Remix,A Tribe Called Quest,317760,10,0,4,0.0289,0.853,0.6,0.0,0.0688,-6.466,0.306,0.624,102.0,49,spotify:track:4oh0d3stA4IVladYDptfyL
235,Money Maker,A Tribe Called Quest,262373,6,1,4,0.302,0.92,0.428,0.0112,0.243,-7.654,0.189,0.541,93.517,29,spotify:track:0wmZOCWtc9OfUTkR5isTzi
236,Hot Sex,A Tribe Called Quest,165667,6,1,4,0.035,0.924,0.555,3.91e-05,0.193,-9.824,0.298,0.66,100.061,32,spotify:track:2Y5f3YbTqkIVv9M6jxfzwN
237,Oh My God - Remix,A Tribe Called Quest,241627,6,1,4,0.017,0.867,0.448,0.000424,0.107,-5.413,0.181,0.805,93.899,32,spotify:track:57JqXD9iiyCvrxVFGVLqFj
238,Jazz (We've Got) - Re-Recording,A Tribe Called Quest,258640,11,1,4,0.0213,0.691,0.845,0.0,0.242,-7.89,0.261,0.65,92.566,29,spotify:track:6KpS6WqJSjSFPIGs9wqf4u
239,One Two Sh*t (feat. Busta Rhymes),A Tribe Called Quest,271733,6,0,4,0.00336,0.914,0.409,0.0233,0.118,-10.385,0.352,0.647,93.007,42,spotify:track:0dlqL10KW7c3jLAJDA2Rbo
240,Find Me,Buddy,221482,6,1,4,0.00244,0.496,0.536,1.52e-06,0.125,-12.008,0.377,0.244,151.962,36,spotify:track:2dWxthAlanR962OouE3uap
241,Guillotine,Buddy,178493,1,1,4,0.000949,0.731,0.763,0.0259,0.188,-7.801,0.218,0.353,133.046,39,spotify:track:1Wh8GeXvt7lANMGHubpaQn
242,World Of Wonders,Buddy,202026,4,1,4,0.00317,0.627,0.602,0.0,0.133,-8.082,0.265,0.11,113.553,41,spotify:track:2RRI47A8yNZ94o56IRfRCQ
243,A Lite,Buddy,211687,7,1,4,0.00232,0.913,0.456,0.0,0.0701,-10.437,0.228,0.262,102.028,35,spotify:track:3CeI4Ri97C26GxShl4sbdY
244,Love Or Something,Buddy,177397,11,0,4,0.00183,0.81,0.753,0.0,0.193,-6.911,0.228,0.477,111.068,30,spotify:track:7oARln7vvm7pxWXvJmiVxH
245,Trouble On Central,Buddy,185985,1,0,4,0.223,0.812,0.46,0.000236,0.142,-6.622,0.103,0.602,99.959,49,spotify:track:4OJPvjtRdbibCaqWQaYUHz
246,Black,Buddy,234307,11,0,4,0.38,0.881,0.658,0.0,0.0936,-6.845,0.403,0.836,155.989,48,spotify:track:5We8lGFNpA1IkHAfIJU9XM
247,That Much,Buddy,240091,3,0,4,0.00655,0.655,0.79,0.0,0.259,-6.006,0.0445,0.705,136.111,33,spotify:track:6vDBRqnN7NZ7rLLmFlsgvY
248,Shine,Buddy,227716,1,1,4,0.000127,0.735,0.42,3.27e-06,0.283,-12.852,0.121,0.564,138.951,37,spotify:track:0nARqYjm32sGZlFWgO7QxW
249,I Don't Think So,Buddy,181925,1,1,4,0.0563,0.431,0.816,2.12e-05,0.389,-3.642,0.0956,0.585,84.815,25,spotify:track:1sKkF2HqcSpTBICuBN8Mq4
250,4 The Record,Buddy,205691,4,1,4,0.0168,0.651,0.733,0.0,0.0649,-7.384,0.295,0.46,93.022,34,spotify:track:6hKjDadgHcBSfCwKjYTxAI
251,Who Shot 2 Tall,Buddy,190069,1,1,4,0.0653,0.725,0.568,0.0,0.118,-8.021,0.199,0.502,95.006,27,spotify:track:2knLAO6YaAudFVIosgOfBk
252,Type Of Shit,Buddy,216459,8,0,4,0.00188,0.695,0.856,0.0,0.252,-5.86,0.183,0.748,141.981,26,spotify:track:2c5yHni24kQcvNxsdQY0D6
253,Last Time,Buddy,225674,11,0,4,0.0419,0.675,0.614,0.0,0.757,-8.592,0.417,0.598,126.94,25,spotify:track:40IUVusA3LXO38TeV3hlV0
254,That Much,Buddy,240060,3,0,4,0.00779,0.654,0.786,0.0,0.357,-6.015,0.0443,0.736,136.131,24,spotify:track:3CI7JbVL5MfJzQugTCvxK6
255,Graceful Jewelry Removal,Retch,188911,4,0,4,0.268,0.409,0.899,1.97e-06,0.468,-6.509,0.335,0.397,166.615,21,spotify:track:61KCiZFmcixwzrVeu6EmOJ
256,Marmalade Sky,Retch,173776,10,0,4,0.00569,0.543,0.694,0.0,0.108,-6.452,0.0547,0.446,82.904,32,spotify:track:4Bs9eU8ZF0LZi7PMjeuboQ
257,Burgundy Windbreaker,Retch,290900,7,1,4,0.314,0.54,0.724,0.0,0.193,-6.893,0.415,0.463,84.364,24,spotify:track:5WgUleKrcgUw831yLnC7UU
258,Odd Sweaters 1992,Retch,193942,1,1,4,0.163,0.326,0.786,0.0915,0.221,-8.696,0.239,0.468,168.271,21,spotify:track:1k3G8lwIewfDPAy8TgqS8F
259,Pimp Sport,Retch,176193,1,1,4,0.22,0.361,0.696,0.0,0.371,-8.246,0.378,0.608,161.649,22,spotify:track:0f88hwBZ3jT1pgEi26DiT9
260,Short $ermons (feat. Ab-Soul),Retch,171051,6,0,4,0.00652,0.26,0.769,1.62e-05,0.318,-7.949,0.0638,0.329,166.346,24,spotify:track:3WzAVMAhmt52CS0rI1imLS
261,Special Jim,Retch,179815,10,1,4,0.404,0.337,0.905,0.0,0.351,-4.229,0.276,0.704,74.288,22,spotify:track:3HKvQ2GTc1dUedjidCTi9A
262,850 Music (Morimoto Drug Transactions) [feat. Action Bronson],Retch,180930,2,1,1,0.722,0.36,0.792,0.0,0.211,-5.453,0.341,0.789,73.726,24,spotify:track:47XIgn5H871WRRo6SjqsVb
263,Since My Dog Died,Retch,166441,6,1,4,0.211,0.555,0.693,0.0,0.271,-7.87,0.491,0.666,80.381,36,spotify:track:5KnOV7Q1XeD1eCs6VyoIHh
264,Paul Allen's Business Card (feat. Sulaiman),Retch,170876,5,1,4,0.691,0.555,0.686,0.00766,0.0952,-8.888,0.132,0.864,82.099,18,spotify:track:5dpwfLS5LyjdTtDuYR8sO1
265,Blue Fin Tuna (feat. Da$h),Retch,139993,9,1,4,0.358,0.374,0.894,4.29e-06,0.24,-5.962,0.424,0.699,78.686,23,spotify:track:4c0DBEBQ4XVNu51z2hbwQ6
266,Jazzphonics,Funky DL,252507,6,0,4,0.165,0.857,0.585,0.000235,0.0951,-9.345,0.272,0.545,96.516,35,spotify:track:3WS1n9I1e0XS63TdQfycYG
267,Le Jazz Courant Noir,Funky DL,205187,11,1,4,0.16,0.611,0.401,0.00956,0.183,-9.489,0.215,0.328,182.678,28,spotify:track:4KQdawPFAdJR2AqLcv8Rcv
268,No Comprendo,Funky DL,271480,10,0,4,0.09,0.732,0.541,0.525,0.115,-9.117,0.0579,0.513,95.001,20,spotify:track:1uTsjSuFpnH8DnZJn3Az2S
269,Son of a Brown Bomber,Funky DL,218253,1,1,4,0.0527,0.847,0.584,0.000801,0.104,-6.722,0.205,0.386,92.162,13,spotify:track:1K3kIbYF0rEp3isVoOwuCz
270,About You,Funky DL,246320,10,0,4,0.0191,0.821,0.527,0.0564,0.0798,-7.28,0.163,0.421,94.867,15,spotify:track:0hmwvj8cQETZNJGIx7Y9o4
271,Ode To Nujabes,Funky DL,220653,6,1,4,0.256,0.745,0.722,0.00282,0.229,-8.559,0.153,0.729,94.392,38,spotify:track:1CXdpbLm5FwRPypU8p4tKg
272,Like This,Funky DL,292733,4,0,4,0.0167,0.774,0.401,0.0368,0.188,-8.532,0.283,0.465,182.753,17,spotify:track:4grvptYe4OFN35NkO80Rn4
273,City Nights,Funky DL,267240,2,1,4,0.307,0.753,0.558,0.000899,0.0989,-7.307,0.319,0.777,177.789,22,spotify:track:5ty9u23KkqwwuV1wwlucOx
274,You Know Me,Funky DL,235213,10,0,4,0.116,0.811,0.48,0.00127,0.0983,-10.868,0.372,0.616,88.947,13,spotify:track:2y0Z6AHXmw7pUFERQHhijG
275,Still Dreaming,Funky DL,265827,2,1,4,0.208,0.694,0.654,0.0,0.37,-8.163,0.0951,0.681,90.97,11,spotify:track:5bCIVLT9ZJ8I69952Zo6I8
276,The Nineties,Funky DL,191920,7,1,4,0.0382,0.804,0.673,0.00459,0.184,-8.515,0.13,0.512,99.357,18,spotify:track:6EjXrgC1AUCaGv7L7RfEDA
277,Mana The Girl From Kanagawa,Funky DL,296893,6,0,4,0.281,0.778,0.369,0.0179,0.138,-8.523,0.241,0.483,90.008,15,spotify:track:4iuRQWtWtqqbuWcBlvcnCo
278,Ever Since,Funky DL,245360,1,1,3,0.398,0.808,0.504,0.000114,0.0965,-7.535,0.106,0.586,96.383,12,spotify:track:2PQvNs25xjvdcH01CGS2dI
279,Half a Dozen MC's,Funky DL,272107,6,1,4,0.083,0.832,0.57,0.0,0.291,-8.611,0.283,0.652,105.932,9,spotify:track:2Mr4lxZd4HlxGIUOdwDZiv
280,Whatever Happened To?,Funky DL,223373,7,1,4,0.196,0.805,0.511,0.0,0.238,-10.413,0.239,0.591,99.132,13,spotify:track:1KXu6YGvlJB2bmARJ0X7LF
